Congress,Name,District,Party,State,ImageUrl,Term
119,"Mann, Tracey",1.0,Republican,Kansas,https://www.congress.gov/img/member/m000871_200.jpg,House of Representatives: 2021
119,"Clyde, Andrew S.",9.0,Republican,Georgia,https://www.congress.gov/img/member/c001116_200.jpg,House of Representatives: 2021
119,"Davids, Sharice",3.0,Democratic,Kansas,https://www.congress.gov/img/member/d000629_200.jpg,House of Representatives: 2019
119,"Baird, James R.",4.0,Republican,Indiana,https://www.congress.gov/img/member/b001307_200.jpg,House of Representatives: 2019
119,"Casten, Sean",6.0,Democratic,Illinois,https://www.congress.gov/img/member/c001117_200.jpg,House of Representatives: 2019
119,"Fulcher, Russ",1.0,Republican,Idaho,https://www.congress.gov/img/member/f000469_200.jpg,House of Representatives: 2019
119,"McBath, Lucy",6.0,Democratic,Georgia,https://www.congress.gov/img/member/m001208_200.jpg,House of Representatives: 2019
119,"Estes, Ron",4.0,Republican,Kansas,https://www.congress.gov/img/member/e000298_200.jpg,House of Representatives: 2017
119,"Johnson, Mike",4.0,Republican,Louisiana,https://www.congress.gov/img/member/j000299_200.jpg,House of Representatives: 2017
119,"Higgins, Clay",3.0,Republican,Louisiana,https://www.congress.gov/img/member/h001077_200.jpg,House of Representatives: 2017
119,"Krishnamoorthi, Raja",8.0,Democratic,Illinois,https://www.congress.gov/img/member/k000391_200.jpg,House of Representatives: 2017
119,"Comer, James",1.0,Republican,Kentucky,https://www.congress.gov/img/member/c001108_200.jpg,House of Representatives: 2016
119,"Bost, Mike",12.0,Republican,Illinois,https://www.congress.gov/img/member/b001295_200.jpg,House of Representatives: 2015
119,"Allen, Rick W.",12.0,Republican,Georgia,https://www.congress.gov/img/member/a000372_200.jpg,House of Representatives: 2015
119,"Loudermilk, Barry",11.0,Republican,Georgia,https://www.congress.gov/img/member/115_rp_ga_11_loudermilk_barry_200.jpg,House of Representatives: 2015
119,"Barr, Andy",6.0,Republican,Kentucky,https://www.congress.gov/img/member/b001282_200.jpg,House of Representatives: 2013
119,"Schneider, Bradley Scott",10.0,Democratic,Illinois,https://www.congress.gov/img/member/s001190_200.jpg,"House of Representatives: 2013 - 2015
House of Representatives: 2017"
119,"Scott, Austin",8.0,Republican,Georgia,https://www.congress.gov/img/member/s001189_200.jpg,House of Representatives: 2011
119,"Quigley, Mike",5.0,Democratic,Illinois,https://www.congress.gov/img/member/q000023_200.jpg,House of Representatives: 2009
119,"Foster, Bill",11.0,Democratic,Illinois,https://www.congress.gov/img/member/f000454_200.jpg,"House of Representatives: 2008 - 2011
House of Representatives: 2013"
119,"Carson, André",7.0,Democratic,Indiana,https://www.congress.gov/img/member/c001072_200.jpg,House of Representatives: 2008
119,"Kelly, Robin L.",2.0,Democratic,Illinois,https://www.congress.gov/img/member/116_rp_il_2_kelly_robin_200.jpg,House of Representatives: 2013
119,"Schakowsky, Janice D.",9.0,Democratic,Illinois,https://www.congress.gov/img/member/116_rp_il_9_schakowsky_janice_200.jpg,House of Representatives: 1999
119,"Davis, Danny K.",7.0,Democratic,Illinois,https://www.congress.gov/img/member/116_rp_il_7_davis_danny_200.jpg,House of Representatives: 1997
119,"Rogers, Harold",5.0,Republican,Kentucky,https://www.congress.gov/img/member/r000395_200.jpg,House of Representatives: 1981
119,"Scott, David",13.0,Democratic,Georgia,https://www.congress.gov/img/member/116_rp_ga_13_scott_david_200.jpg,House of Representatives: 2003
119,"Case, Ed",1.0,Democratic,Hawaii,https://www.congress.gov/img/member/c001055_200.jpg,"House of Representatives: 2002 - 2007
House of Representatives: 2019"
119,"Williams, Nikema",5.0,Democratic,Georgia,https://www.congress.gov/img/member/w000788_200.jpg,House of Representatives: 2021
119,"Salazar, Maria Elvira",27.0,Republican,Florida,https://www.congress.gov/img/member/s000168_200.jpg,House of Representatives: 2021
119,"Gimenez, Carlos A.",28.0,Republican,Florida,https://www.congress.gov/img/member/g000593_200.jpg,House of Representatives: 2021
119,"Cammack, Kat",3.0,Republican,Florida,https://www.congress.gov/img/member/c001039_200.jpg,House of Representatives: 2021
119,"Boebert, Lauren",4.0,Republican,Colorado,https://www.congress.gov/img/member/b000825_200.jpg,House of Representatives: 2021
119,"Steube, W. Gregory",17.0,Republican,Florida,https://www.congress.gov/img/member/s001214_200.jpg,House of Representatives: 2019
119,"Crow, Jason",6.0,Democratic,Colorado,https://www.congress.gov/img/member/c001121_200.jpg,House of Representatives: 2019
119,"Neguse, Joe",2.0,Democratic,Colorado,https://www.congress.gov/img/member/n000191_200.jpg,House of Representatives: 2019
119,"Levin, Mike",49.0,Democratic,California,https://www.congress.gov/img/member/l000593_200.jpg,House of Representatives: 2019
119,"Mast, Brian J.",21.0,Republican,Florida,https://www.congress.gov/img/member/116_rp_fl_18_mast_brian_200.jpg,House of Representatives: 2017
119,"Soto, Darren",9.0,Democratic,Florida,https://www.congress.gov/img/member/115_rp_fl_9_soto_darren_200.jpg,House of Representatives: 2017
119,"Rutherford, John H.",5.0,Republican,Florida,https://www.congress.gov/img/member/r000609_200.jpg,House of Representatives: 2017
119,"Dunn, Neal P.",2.0,Republican,Florida,https://www.congress.gov/img/member/115_rp_fl_2_dunn_neal_200.jpg,House of Representatives: 2017
119,"Barragán, Nanette Diaz",44.0,Democratic,California,https://www.congress.gov/img/member/b001300_200.jpg,House of Representatives: 2017
119,"Carter, Earl L. ""Buddy""",1.0,Republican,Georgia,https://www.congress.gov/img/member/c001103_200.jpg,House of Representatives: 2015
119,"Frankel, Lois",22.0,Democratic,Florida,https://www.congress.gov/img/member/f000462_200.jpg,House of Representatives: 2013
119,"Takano, Mark",39.0,Democratic,California,https://www.congress.gov/img/member/t000472_200.jpg,House of Representatives: 2013
119,"Wilson, Frederica S.",24.0,Democratic,Florida,https://www.congress.gov/img/member/w000808_200.jpg,House of Representatives: 2011
119,"Webster, Daniel",11.0,Republican,Florida,https://www.congress.gov/img/member/w000806_200.jpg,House of Representatives: 2011
119,"Johnson, Henry C. ""Hank""",4.0,Democratic,Georgia,https://www.congress.gov/img/member/j000288_200.jpg,House of Representatives: 2007
119,"Bilirakis, Gus M.",12.0,Republican,Florida,https://www.congress.gov/img/member/117_rp_fl_12_bilirakis_gus_200.jpg,House of Representatives: 2007
119,"Courtney, Joe",2.0,Democratic,Connecticut,https://www.congress.gov/img/member/c001069_200.jpg,House of Representatives: 2007
119,"Himes, James A.",4.0,Democratic,Connecticut,https://www.congress.gov/img/member/h001047_200.jpg,House of Representatives: 2009
119,"Larson, John B.",1.0,Democratic,Connecticut,https://www.congress.gov/img/member/l000557_200.jpg,House of Representatives: 1999
119,"DeGette, Diana",1.0,Democratic,Colorado,https://www.congress.gov/img/member/116_rp_co_1_degette_diana_200.jpg,House of Representatives: 1997
119,"Waters, Maxine",43.0,Democratic,California,https://www.congress.gov/img/member/w000187_200.jpg,House of Representatives: 1991
119,"Bishop, Sanford D.",2.0,Democratic,Georgia,https://www.congress.gov/img/member/b000490_200.jpg,House of Representatives: 1993
119,"Norton, Eleanor Holmes",,Democratic,District of Columbia,https://www.congress.gov/img/member/116_dg_dc_norton_eleanor_200.jpg,House of Representatives: 1991
119,"Wasserman Schultz, Debbie",25.0,Democratic,Florida,https://www.congress.gov/img/member/116_rp_fl_23_wassermanschultz_debbie_200.jpg,House of Representatives: 2005
119,"Diaz-Balart, Mario",26.0,Republican,Florida,https://www.congress.gov/img/member/116_rp_fl_25_diazbalart_mario_200.jpg,House of Representatives: 2003
119,"Issa, Darrell",48.0,Republican,California,https://www.congress.gov/img/member/i000056_200.jpg,"House of Representatives: 2001 - 2019
House of Representatives: 2021"
119,"Calvert, Ken",41.0,Republican,California,https://www.congress.gov/img/member/c000059_200.jpg,House of Representatives: 1993
119,"DeLauro, Rosa L.",3.0,Democratic,Connecticut,https://www.congress.gov/img/member/116_rp_ct_3_delauro_rosa_200.jpg,House of Representatives: 1991
119,"Harder, Josh",9.0,Democratic,California,https://www.congress.gov/img/member/h001090_200.jpg,House of Representatives: 2019
119,"Stanton, Greg",4.0,Democratic,Arizona,https://www.congress.gov/img/member/s001211_200.jpg,House of Representatives: 2019
119,"Gomez, Jimmy",34.0,Democratic,California,https://www.congress.gov/img/member/115_rp_ca_34_gomez_jimmy_200.jpg,House of Representatives: 2017
119,"Carbajal, Salud O.",24.0,Democratic,California,https://www.congress.gov/img/member/115_rp_ca_24_carbajal_salud_200.jpg,House of Representatives: 2017
119,"Khanna, Ro",17.0,Democratic,California,https://www.congress.gov/img/member/k000389_200.jpg,House of Representatives: 2017
119,"Torres, Norma J.",35.0,Democratic,California,https://www.congress.gov/img/member/t000474_200.jpg,House of Representatives: 2015
119,"Lieu, Ted",36.0,Democratic,California,https://www.congress.gov/img/member/l000582_200.jpg,House of Representatives: 2015
119,"Aguilar, Pete",33.0,Democratic,California,https://www.congress.gov/img/member/a000371_200.jpg,House of Representatives: 2015
119,"Westerman, Bruce",4.0,Republican,Arkansas,https://www.congress.gov/img/member/w000821_200.jpg,House of Representatives: 2015
119,"Radewagen, Aumua Amata Coleman",,Republican,American Samoa,https://www.congress.gov/img/member/r000600_200.jpg,House of Representatives: 2015
119,"Brownley, Julia",26.0,Democratic,California,https://www.congress.gov/img/member/b001285_200.jpg,House of Representatives: 2013
119,"Valadao, David G.",22.0,Republican,California,https://www.congress.gov/img/member/v000129_200.jpg,"House of Representatives: 2013 - 2019
House of Representatives: 2021"
119,"Swalwell, Eric",14.0,Democratic,California,https://www.congress.gov/img/member/s001193_200.jpg,House of Representatives: 2013
119,"LaMalfa, Doug",1.0,Republican,California,https://www.congress.gov/img/member/l000578_200.jpg,House of Representatives: 2013
119,"Chu, Judy",28.0,Democratic,California,https://www.congress.gov/img/member/c001080_200.jpg,House of Representatives: 2009
119,"Gosar, Paul A.",9.0,Republican,Arizona,https://www.congress.gov/img/member/g000565_200.jpg,House of Representatives: 2011
119,"McClintock, Tom",5.0,Republican,California,https://www.congress.gov/img/member/m001177_200.jpg,House of Representatives: 2009
119,"Pelosi, Nancy",11.0,Democratic,California,https://www.congress.gov/img/member/p000197_200.jpg,House of Representatives: 1987
119,"Thompson, Mike",4.0,Democratic,California,https://www.congress.gov/img/member/116_rp_ca_5_thompson_mike_200.jpg,House of Representatives: 1999
119,"Sherman, Brad",32.0,Democratic,California,https://www.congress.gov/img/member/s000344_200.jpg,House of Representatives: 1997
119,"Costa, Jim",21.0,Democratic,California,https://www.congress.gov/img/member/116_rp_ca_16_costa_jim_200.jpg,House of Representatives: 2005
119,"Grijalva, Raúl M.",7.0,Democratic,Arizona,https://www.congress.gov/img/member/g000551_200.jpg,House of Representatives: 2003
119,"Hill, J. French",2.0,Republican,Arkansas,https://www.congress.gov/img/member/h001072_200.jpg,House of Representatives: 2015
119,"Palmer, Gary J.",6.0,Republican,Alabama,https://www.congress.gov/img/member/p000609_200.jpg,House of Representatives: 2015
119,"Womack, Steve",3.0,Republican,Arkansas,https://www.congress.gov/img/member/117_rp_ar_3_womack_steve_200.jpg,House of Representatives: 2011
119,"Crawford, Eric A. ""Rick""",1.0,Republican,Arkansas,https://www.congress.gov/img/member/c001087_200.jpg,House of Representatives: 2011
119,"Sewell, Terri A.",7.0,Democratic,Alabama,https://www.congress.gov/img/member/s001185_200.jpg,House of Representatives: 2011
119,"Rogers, Mike D.",3.0,Republican,Alabama,https://www.congress.gov/img/member/116_rp_al_3_rogers_mike_200.jpg,House of Representatives: 2003
118,"Good, Bob",5.0,Republican,Virginia,https://www.congress.gov/img/member/g000595_200.jpg,House of Representatives: 2021 - 2025
118,"Menendez, Robert",,Democratic,New Jersey,https://www.congress.gov/img/member/m000639_200.jpg,"House of Representatives: 1993 - 2006
Senate: 2006 - 2024"
118,"Pascrell, Bill",9.0,Democratic,New Jersey,https://www.congress.gov/img/member/116_rp_nj_9_pascrell_bill_200.jpg,House of Representatives: 1997 - 2024
118,"Armstrong, Kelly",0.0,Republican,North Dakota,https://www.congress.gov/img/member/a000377_200.jpg,House of Representatives: 2019 - 2024
118,"Waltz, Michael",6.0,Republican,Florida,https://www.congress.gov/img/member/w000823_200.jpg,House of Representatives: 2019 - 2025
118,"Wied, Tony",8.0,Republican,Wisconsin,https://www.congress.gov/img/member/6734b6724c72e343a6aff9e6_200.jpg,House of Representatives: 2024
118,"Hageman, Harriet M.",0.0,Republican,Wyoming,https://www.congress.gov/img/member/h001096_200.jpg,House of Representatives: 2023
118,"Balint, Becca",0.0,Democratic,Vermont,https://www.congress.gov/img/member/b001318_200.jpg,House of Representatives: 2023
118,"Strickland, Marilyn",10.0,Democratic,Washington,https://www.congress.gov/img/member/s001159_200.jpg,House of Representatives: 2021
118,"Fitzgerald, Scott",5.0,Republican,Wisconsin,https://www.congress.gov/img/member/f000471_200.jpg,House of Representatives: 2021
118,"Grothman, Glenn",6.0,Republican,Wisconsin,https://www.congress.gov/img/member/116_rp_wi_6_grothman_glenn_200.jpg,House of Representatives: 2015
118,"Newhouse, Dan",4.0,Republican,Washington,https://www.congress.gov/img/member/116_rp_wa_4_newhouse_dan_200.jpg,House of Representatives: 2015
118,"DelBene, Suzan K.",1.0,Democratic,Washington,https://www.congress.gov/img/member/d000617_200.jpg,House of Representatives: 2012
118,"Maloy, Celeste",2.0,Republican,Utah,https://www.congress.gov/img/member/m001228_200.jpg,House of Representatives: 2023
118,"McClellan, Jennifer L.",4.0,Democratic,Virginia,https://www.congress.gov/img/member/m001227_200.jpg,House of Representatives: 2023
118,"Self, Keith",3.0,Republican,Texas,https://www.congress.gov/img/member/s001224_200.jpg,House of Representatives: 2023
118,"Moran, Nathaniel",1.0,Republican,Texas,https://www.congress.gov/img/member/m001224_200.jpg,House of Representatives: 2023
118,"Luttrell, Morgan",8.0,Republican,Texas,https://www.congress.gov/img/member/l000603_200.jpg,House of Representatives: 2023
118,"Kiggans, Jennifer A.",2.0,Republican,Virginia,https://www.congress.gov/img/member/66b0ce45b0288a917d98f619_200.jpg,House of Representatives: 2023
118,"Casar, Greg",35.0,Democratic,Texas,https://www.congress.gov/img/member/c001131_200.jpg,House of Representatives: 2023
118,"Pfluger, August",11.0,Republican,Texas,https://www.congress.gov/img/member/p000048_200.jpg,House of Representatives: 2021
118,"Jackson, Ronny",13.0,Republican,Texas,https://www.congress.gov/img/member/j000304_200.jpg,House of Representatives: 2021
118,"Gonzales, Tony",23.0,Republican,Texas,https://www.congress.gov/img/member/g000594_200.jpg,House of Representatives: 2021
118,"Fletcher, Lizzie",7.0,Democratic,Texas,https://www.congress.gov/img/member/67813f931f9ad6ea6fb1eb6f_200.jpg,House of Representatives: 2019
118,"Cloud, Michael",27.0,Republican,Texas,https://www.congress.gov/img/member/115_rp_tx_27_cloud_michael_200.jpg,House of Representatives: 2018
118,"Arrington, Jodey C.",19.0,Republican,Texas,https://www.congress.gov/img/member/115_rp_tx_19_arrington_jodey_200.jpg,House of Representatives: 2017
118,"Gonzalez, Vicente",34.0,Democratic,Texas,https://www.congress.gov/img/member/115_rp_tx_15_gonzalez_vicente_200.jpg,House of Representatives: 2017
118,"Beyer, Donald S.",8.0,Democratic,Virginia,https://www.congress.gov/img/member/b001292_200.jpg,House of Representatives: 2015
118,"Veasey, Marc A.",33.0,Democratic,Texas,https://www.congress.gov/img/member/v000131_200.jpg,House of Representatives: 2013
118,"Griffith, H. Morgan",9.0,Republican,Virginia,https://www.congress.gov/img/member/g000568_200.jpg,House of Representatives: 2011
118,"Cuellar, Henry",28.0,Democratic,Texas,https://www.congress.gov/img/member/116_rp_tx_28_cuellar_henry_200.jpg,House of Representatives: 2005
118,"Rulli, Michael A.",6.0,Republican,Ohio,https://www.congress.gov/img/member/668e9425658443009a697c95_200.jpg,House of Representatives: 2024
118,"Kennedy, Timothy M.",26.0,Democratic,New York,https://www.congress.gov/img/member/668e9306658443009a697c8c_200.jpg,House of Representatives: 2024
118,"Amo, Gabe",1.0,Democratic,Rhode Island,https://www.congress.gov/img/member/669ace45fa2fb0d731226768_200.jpg,House of Representatives: 2023
118,"Salinas, Andrea",6.0,Democratic,Oregon,https://www.congress.gov/img/member/s001226_200.jpg,House of Representatives: 2023
118,"Magaziner, Seth",2.0,Democratic,Rhode Island,https://www.congress.gov/img/member/m001223_200.jpg,House of Representatives: 2023
118,"Lee, Summer L.",12.0,Democratic,Pennsylvania,https://www.congress.gov/img/member/l000602_200.jpg,House of Representatives: 2023
118,"Langworthy, Nicholas A.",23.0,Republican,New York,https://www.congress.gov/img/member/l000600_200.jpg,House of Representatives: 2023
118,"Landsman, Greg",1.0,Democratic,Ohio,https://www.congress.gov/img/member/l000601_200.jpg,House of Representatives: 2023
118,"Fry, Russell",7.0,Republican,South Carolina,https://www.congress.gov/img/member/f000478_200.jpg,House of Representatives: 2023
118,"Brecheen, Josh",2.0,Republican,Oklahoma,https://www.congress.gov/img/member/b001317_200.jpg,House of Representatives: 2023
118,"Brown, Shontel M.",11.0,Democratic,Ohio,https://www.congress.gov/img/member/b001313_200.jpg,House of Representatives: 2021
118,"Bice, Stephanie I.",5.0,Republican,Oklahoma,https://www.congress.gov/img/member/b000740_200.jpg,House of Representatives: 2021
118,"Reschenthaler, Guy",14.0,Republican,Pennsylvania,https://www.congress.gov/img/member/r000610_200.jpg,House of Representatives: 2019
118,"Joyce, John",13.0,Republican,Pennsylvania,https://www.congress.gov/img/member/j000302_200.jpg,House of Representatives: 2019
118,"Hern, Kevin",1.0,Republican,Oklahoma,https://www.congress.gov/img/member/h001082_200.jpg,House of Representatives: 2018
118,"Scanlon, Mary Gay",5.0,Democratic,Pennsylvania,https://www.congress.gov/img/member/116_rp_pa_5_scanlon_mary_200.jpg,House of Representatives: 2018
118,"Tenney, Claudia",24.0,Republican,New York,https://www.congress.gov/img/member/t000478_200.jpg,"House of Representatives: 2017 - 2019
House of Representatives: 2021"
118,"Latta, Robert E.",5.0,Republican,Ohio,https://www.congress.gov/img/member/l000566_200.jpg,House of Representatives: 2007
118,"Kaptur, Marcy",9.0,Democratic,Ohio,https://www.congress.gov/img/member/k000009_200.jpg,House of Representatives: 1983
118,"McIver, LaMonica",10.0,Democratic,New Jersey,https://www.congress.gov/img/member/66fd489d799e1a7c06d68d62_200.jpg,House of Representatives: 2024
118,"Vasquez, Gabe",2.0,Democratic,New Mexico,https://www.congress.gov/img/member/v000136_200.jpg,House of Representatives: 2023
118,"Menendez, Robert",8.0,Democratic,New Jersey,https://www.congress.gov/img/member/m001226_200.jpg,House of Representatives: 2023
118,"Lawler, Michael",17.0,Republican,New York,https://www.congress.gov/img/member/l000599_200.jpg,House of Representatives: 2023
118,"LaLota, Nick",1.0,Republican,New York,https://www.congress.gov/img/member/l000598_200.jpg,House of Representatives: 2023
118,"Ryan, Patrick",18.0,Democratic,New York,https://www.congress.gov/img/member/r000579_200.jpg,House of Representatives: 2022
118,"Malliotakis, Nicole",11.0,Republican,New York,https://www.congress.gov/img/member/m000317_200.jpg,House of Representatives: 2021
118,"Leger Fernandez, Teresa",3.0,Democratic,New Mexico,https://www.congress.gov/img/member/l000273_200.jpg,House of Representatives: 2021
118,"Suozzi, Thomas R.",3.0,Democratic,New York,https://www.congress.gov/img/member/116_rp_ny_3_suozzi_thomas_200.jpg,House of Representatives: 2017
118,"Jeffries, Hakeem S.",8.0,Democratic,New York,https://www.congress.gov/img/member/j000294_200.jpg,House of Representatives: 2013
118,"Meng, Grace",6.0,Democratic,New York,https://www.congress.gov/img/member/m001188_200.jpg,House of Representatives: 2013
118,"Tonko, Paul",20.0,Democratic,New York,https://www.congress.gov/img/member/t000469_200.jpg,House of Representatives: 2009
118,"Titus, Dina",1.0,Democratic,Nevada,https://www.congress.gov/img/member/t000468_200.jpg,"House of Representatives: 2009 - 2011
House of Representatives: 2013"
118,"Foushee, Valerie P.",4.0,Democratic,North Carolina,https://www.congress.gov/img/member/f000477_200.jpg,House of Representatives: 2023
118,"Gottheimer, Josh",5.0,Democratic,New Jersey,https://www.congress.gov/img/member/115_rp_nj_5_gottheimer_josh_200.jpg,House of Representatives: 2017
118,"Thanedar, Shri",13.0,Democratic,Michigan,https://www.congress.gov/img/member/t000488_200.jpg,House of Representatives: 2023
118,"James, John",10.0,Republican,Michigan,https://www.congress.gov/img/member/j000307_200.jpg,House of Representatives: 2023
118,"Ivey, Glenn",4.0,Democratic,Maryland,https://www.congress.gov/img/member/i000058_200.jpg,House of Representatives: 2023
118,"Alford, Mark",4.0,Republican,Missouri,https://www.congress.gov/img/member/a000379_200.jpg,House of Representatives: 2023
118,"Finstad, Brad",1.0,Republican,Minnesota,https://www.congress.gov/img/member/f000475_200.jpg,House of Representatives: 2022
118,"McClain, Lisa C.",9.0,Republican,Michigan,https://www.congress.gov/img/member/677836d41658e791a384976d_200.jpg,House of Representatives: 2021
118,"Fischbach, Michelle",7.0,Republican,Minnesota,https://www.congress.gov/img/member/f000470_200.jpg,House of Representatives: 2021
118,"Golden, Jared F.",2.0,Democratic,Maine,https://www.congress.gov/img/member/g000592_200.jpg,House of Representatives: 2019
118,"Craig, Angie",2.0,Democratic,Minnesota,https://www.congress.gov/img/member/c001119_200.jpg,House of Representatives: 2019
118,"Trahan, Lori",3.0,Democratic,Massachusetts,https://www.congress.gov/img/member/t000482_200.jpg,House of Representatives: 2019
118,"Emmer, Tom",6.0,Republican,Minnesota,https://www.congress.gov/img/member/e000294_200.jpg,House of Representatives: 2015
118,"Keating, William R.",9.0,Democratic,Massachusetts,https://www.congress.gov/img/member/k000375_200.jpg,House of Representatives: 2011
118,"Tokuda, Jill N.",2.0,Democratic,Hawaii,https://www.congress.gov/img/member/t000487_200.jpg,House of Representatives: 2023
118,"Sorensen, Eric",17.0,Democratic,Illinois,https://www.congress.gov/img/member/s001225_200.jpg,House of Representatives: 2023
118,"Nunn, Zachary",3.0,Republican,Iowa,https://www.congress.gov/img/member/n000193_200.jpg,House of Representatives: 2023
118,"Jackson, Jonathan L.",1.0,Democratic,Illinois,https://www.congress.gov/img/member/j000309_200.jpg,House of Representatives: 2023
118,"Houchin, Erin",9.0,Republican,Indiana,https://www.congress.gov/img/member/h001093_200.jpg,House of Representatives: 2023
118,"Budzinski, Nikki",13.0,Democratic,Illinois,https://www.congress.gov/img/member/b001315_200.jpg,House of Representatives: 2023
118,"Miller-Meeks, Mariannette",1.0,Republican,Iowa,https://www.congress.gov/img/member/m001215_200.jpg,House of Representatives: 2021
118,"Mrvan, Frank J.",1.0,Democratic,Indiana,https://www.congress.gov/img/member/m001214_200.jpg,House of Representatives: 2021
118,"Hinson, Ashley",2.0,Republican,Iowa,https://www.congress.gov/img/member/677ed0c7514c773869b6b920_200.jpg,House of Representatives: 2021
118,"Feenstra, Randy",4.0,Republican,Iowa,https://www.congress.gov/img/member/f000446_200.jpg,House of Representatives: 2021
118,"Underwood, Lauren",14.0,Democratic,Illinois,https://www.congress.gov/img/member/u000040_200.jpg,House of Representatives: 2019
118,"García, Jesús G. ""Chuy""",4.0,Democratic,Illinois,https://www.congress.gov/img/member/g000586_200.jpg,House of Representatives: 2019
118,"LaHood, Darin",16.0,Republican,Illinois,https://www.congress.gov/img/member/115_rp_il_18_lahood_darin_200.jpg,House of Representatives: 2015
118,"Massie, Thomas",4.0,Republican,Kentucky,https://www.congress.gov/img/member/m001184_200.jpg,House of Representatives: 2012
118,"Guthrie, Brett",2.0,Republican,Kentucky,https://www.congress.gov/img/member/g000558_200.jpg,House of Representatives: 2009
118,"Scalise, Steve",1.0,Republican,Louisiana,https://www.congress.gov/img/member/s001176_200.jpg,House of Representatives: 2008
118,"Moylan, James C.",,Republican,Guam,https://www.congress.gov/img/member/m001219_200.jpg,House of Representatives: 2023
118,"Moskowitz, Jared",23.0,Democratic,Florida,https://www.congress.gov/img/member/m001217_200.jpg,House of Representatives: 2023
118,"Mills, Cory",7.0,Republican,Florida,https://www.congress.gov/img/member/m001216_200.jpg,House of Representatives: 2023
118,"McCormick, Richard",6.0,Republican,Georgia,https://www.congress.gov/img/member/m001218_200.jpg,House of Representatives: 2023
118,"Luna, Anna Paulina",13.0,Republican,Florida,https://www.congress.gov/img/member/l000596_200.jpg,House of Representatives: 2023
118,"Lee, Laurel M.",15.0,Republican,Florida,https://www.congress.gov/img/member/l000597_200.jpg,House of Representatives: 2023
118,"Collins, Mike",10.0,Republican,Georgia,https://www.congress.gov/img/member/c001129_200.jpg,House of Representatives: 2023
118,"Bean, Aaron",4.0,Republican,Florida,https://www.congress.gov/img/member/b001314_200.jpg,House of Representatives: 2023
118,"Cherfilus-McCormick, Sheila",20.0,Democratic,Florida,https://www.congress.gov/img/member/c001127_200.jpg,House of Representatives: 2022
118,"Greene, Marjorie Taylor",14.0,Republican,Georgia,https://www.congress.gov/img/member/g000596_200.jpg,House of Representatives: 2021
118,"Franklin, Scott",18.0,Republican,Florida,https://www.congress.gov/img/member/f000472_200.jpg,House of Representatives: 2021
118,"Donalds, Byron",19.0,Republican,Florida,https://www.congress.gov/img/member/d000032_200.jpg,House of Representatives: 2021
118,"Buchanan, Vern",16.0,Republican,Florida,https://www.congress.gov/img/member/b001260_200.jpg,House of Representatives: 2007
118,"Castor, Kathy",14.0,Democratic,Florida,https://www.congress.gov/img/member/c001066_200.jpg,House of Representatives: 2007
118,"Pettersen, Brittany",7.0,Democratic,Colorado,https://www.congress.gov/img/member/p000620_200.jpg,House of Representatives: 2023
118,"Kamlager-Dove, Sydney",37.0,Democratic,California,https://www.congress.gov/img/member/k000400_200.jpg,House of Representatives: 2023
118,"Garcia, Robert",42.0,Democratic,California,https://www.congress.gov/img/member/g000598_200.jpg,House of Representatives: 2023
118,"Kim, Young",40.0,Republican,California,https://www.congress.gov/img/member/k000397_200.jpg,House of Representatives: 2021
118,"Jacobs, Sara",51.0,Democratic,California,https://www.congress.gov/img/member/j000305_200.jpg,House of Representatives: 2021
118,"Hayes, Jahana",5.0,Democratic,Connecticut,https://www.congress.gov/img/member/h001081_200.jpg,House of Representatives: 2019
118,"Correa, J. Luis",46.0,Democratic,California,https://www.congress.gov/img/member/115_rp_ca_46_correa_j_200.jpg,House of Representatives: 2017
118,"Peters, Scott H.",50.0,Democratic,California,https://www.congress.gov/img/member/p000608_200.jpg,House of Representatives: 2013
118,"Vargas, Juan",52.0,Democratic,California,https://www.congress.gov/img/member/v000130_200.jpg,House of Representatives: 2013
118,"Sánchez, Linda T.",38.0,Democratic,California,https://www.congress.gov/img/member/116_rp_ca_38_snchez_linda_200.jpg,House of Representatives: 2003
118,"Fong, Vince",20.0,Republican,California,https://www.congress.gov/img/member/669ff04f5d19788d1f2034aa_200.jpg,House of Representatives: 2024
118,"Obernolte, Jay",23.0,Republican,California,https://www.congress.gov/img/member/o000019_200.jpg,House of Representatives: 2021
118,"Panetta, Jimmy",19.0,Democratic,California,https://www.congress.gov/img/member/116_rp_ca_20_panetta_jimmy_200.jpg,House of Representatives: 2017
118,"Strong, Dale W.",5.0,Republican,Alabama,https://www.congress.gov/img/member/s001220_200.jpg,House of Representatives: 2023
118,"Kiley, Kevin",3.0,Republican,California,https://www.congress.gov/img/member/k000401_200.jpg,House of Representatives: 2023
118,"Crane, Elijah",2.0,Republican,Arizona,https://www.congress.gov/img/member/c001132_200.jpg,House of Representatives: 2023
118,"Ciscomani, Juan",6.0,Republican,Arizona,https://www.congress.gov/img/member/c001133_200.jpg,House of Representatives: 2023
118,"Moore, Barry",2.0,Republican,Alabama,https://www.congress.gov/img/member/m001212_200.jpg,House of Representatives: 2021
118,"Biggs, Andy",5.0,Republican,Arizona,https://www.congress.gov/img/member/b001302_200.jpg,House of Representatives: 2017
118,"DeSaulnier, Mark",10.0,Democratic,California,https://www.congress.gov/img/member/115_rp_ca_11_desaulnier_mark_200.jpg,House of Representatives: 2015
118,"Huffman, Jared",2.0,Democratic,California,https://www.congress.gov/img/member/h001068_200.jpg,House of Representatives: 2013
